用户ID,微博数,转发数,评论数,点赞数,积极数,消极数,平均转发,平均评论,平均点赞,积极转发数,积极评论数,积极点赞数,消极转发数,消极评论数,消极点赞数
烊吃了若若的草,1,129,52,1941,1,0,129,52,1941,129,52,1941,0,0,0
奔跑的甜筒921,1,201,2013,10509,1,0,201,2013,10509,201,2013,10509,0,0,0
证券之星官方微博,1,87,0,1139,1,0,87,0,1139,87,0,1139,0,0,0
椒盐沙鱼,1,117,18,148,1,0,117,18,148,117,18,148,0,0,0
兴坨的小迷妹,1,2970,1009,9968,0,1,2970,1009,9968,0,0,0,2970,1009,9968
张腾岳,1,39,178,478,1,0,39,178,478,39,178,478,0,0,0
Henry_麻麻,1,20,103,691,1,0,20,103,691,20,103,691,0,0,0
官网君,1,19,54,2774,1,0,19,54,2774,19,54,2774,0,0,0
猪丫_肖赞干货,1,8,189,2885,1,0,8,189,2885,8,189,2885,0,0,0
L小阿姨,1,1991,1103,13552,0,1,1991,1103,13552,0,0,0,1991,1103,13552
大话西游手游,1,1297,1310,8820,1,0,1297,1310,8820,1297,1310,8820,0,0,0
柠檬木聚糖,1,130,419,1313,0,1,130,419,1313,0,0,0,130,419,1313
拾柒Lynne,1,21,1738,1473,1,0,21,1738,1473,21,1738,1473,0,0,0
端姐姐-H3,1,120,390,3435,0,1,120,390,3435,0,0,0,120,390,3435
顾北辰不是顾志摩,1,115,482,4779,0,1,115,482,4779,0,0,0,115,482,4779
读书官网,1,3410,2295,630129,1,0,3410,2295,630129,3410,2295,630129,0,0,0
红色军火商,1,510,310,3586,0,1,510,310,3586,0,0,0,510,310,3586
李沛超,1,52,91,304,1,0,52,91,304,52,91,304,0,0,0
康斯坦丁,1,127,208,568,1,0,127,208,568,127,208,568,0,0,0
天水王先森,1,29,318,763,0,1,29,318,763,0,0,0,29,318,763
申一帆,1,24,33,327,1,0,24,33,327,24,33,327,0,0,0
有盐电影,1,2429,511,2930,1,0,2429,511,2930,2429,511,2930,0,0,0
爆笑小蘑菇,1,13,23,3238,1,0,13,23,3238,13,23,3238,0,0,0
圈内那些破事儿,1,8,366,2038,1,0,8,366,2038,8,366,2038,0,0,0
没有感情的小星星,1,24,27,659,1,0,24,27,659,24,27,659,0,0,0
金温江,1,13,22,2997,0,1,13,22,2997,0,0,0,13,22,2997
娱乐界的那点事,1,151,222,1788,1,0,151,222,1788,151,222,1788,0,0,0
生肉怪,1,61,276,1272,0,1,61,276,1272,0,0,0,61,276,1272
M孟佳J,1,56,217,2896,1,0,56,217,2896,56,217,2896,0,0,0
刘老师说电影,1,4222,2846,8741,1,0,4222,2846,8741,4222,2846,8741,0,0,0
老邪说电影,1,12024,3410,16024,1,0,12024,3410,16024,12024,3410,16024,0,0,0
Parouersi,1,12,83,563,1,0,12,83,563,12,83,563,0,0,0
贵港网警巡查执法,1,8,18,5973,1,0,8,18,5973,8,18,5973,0,0,0
陈浩民benny,1,7,89,582,1,0,7,89,582,7,89,582,0,0,0
南话楼,1,2164,4730,36159,0,1,2164,4730,36159,0,0,0,2164,4730,36159
战甲装研菌,1,8388,1450,46014,1,0,8388,1450,46014,8388,1450,46014,0,0,0
成都地铁,1,13,49,4895,0,1,13,49,4895,0,0,0,13,49,4895
驰谌,1,15,1,26,1,0,15,1,26,15,1,26,0,0,0
胡的小草莓,1,14,38,229,0,1,14,38,229,0,0,0,14,38,229
鱼山路99号,1,384,265,1084,1,0,384,265,1084,384,265,1084,0,0,0
爱搞怪的刘战神,1,188,430,9576,0,1,188,430,9576,0,0,0,188,430,9576
90后,1,88,238,3089,0,1,88,238,3089,0,0,0,88,238,3089
氧气氪,1,92,268,4189,1,0,92,268,4189,92,268,4189,0,0,0
中青网新闻中心,1,134,189,2209,1,0,134,189,2209,134,189,2209,0,0,0
糖果Guitar,1,36,41,796,0,1,36,41,796,0,0,0,36,41,796
韩复龄,1,275,369,3860,0,1,275,369,3860,0,0,0,275,369,3860
污大姐,1,95,207,2112,1,0,95,207,2112,95,207,2112,0,0,0
奇趣怪蜀黍,1,6,19,201,1,0,6,19,201,6,19,201,0,0,0
大朙时尚搭配频道,1,337,187,180,1,0,337,187,180,337,187,180,0,0,0
日食记,1,17890,9575,106254,1,0,17890,9575,106254,17890,9575,106254,0,0,0
华夏时报,1,142,273,7539,0,1,142,273,7539,0,0,0,142,273,7539
分手别把锅拿走啊,1,461,481,4993,0,1,461,481,4993,0,0,0,461,481,4993
三分钟看电影,1,152,154,1512,0,1,152,154,1512,0,0,0,152,154,1512
笨笨搞机,1,24,84,10204,1,0,24,84,10204,24,84,10204,0,0,0
恋与制作人手游攻略,1,31,243,1203,1,0,31,243,1203,31,243,1203,0,0,0
大叔神吐槽,1,381,353,4785,0,1,381,353,4785,0,0,0,381,353,4785
不拉不拉不拉哼,1,62,41,161,1,0,62,41,161,62,41,161,0,0,0
金箍棒看天下,1,60,48,1042,1,0,60,48,1042,60,48,1042,0,0,0
ThrowingStars·胡春杨,1,1489,270,1862,1,0,1489,270,1862,1489,270,1862,0,0,0
未来的方书剑,1,1536,2267,13399,1,0,1536,2267,13399,1536,2267,13399,0,0,0
一月灵九·灵超,1,1750,652,2423,1,0,1750,652,2423,1750,652,2423,0,0,0
UNPARALLELED灵超,1,1103,421,1427,1,0,1103,421,1427,1103,421,1427,0,0,0
OudSaphir0421·木子洋,1,666,131,575,1,0,666,131,575,666,131,575,0,0,0
ohako,1,2584,432,1150,1,0,2584,432,1150,2584,432,1150,0,0,0
林一的自习室,1,871,1137,3055,1,0,871,1137,3055,871,1137,3055,0,0,0
林渝植Anoryz,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
流光记__灵超,1,454,45,393,1,0,454,45,393,454,45,393,0,0,0
春林初盛丨胡春杨,1,614,175,1062,1,0,614,175,1062,614,175,1062,0,0,0
麦迪娜,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Endymion_0126宋继扬,1,241,113,573,1,0,241,113,573,241,113,573,0,0,0
周觅MI,1,6383,2464,7292,1,0,6383,2464,7292,6383,2464,7292,0,0,0
丨木子洋·PLUMAGE丨,1,245,31,296,1,0,245,31,296,245,31,296,0,0,0
马振桓Evan,1,879,1176,2643,1,0,879,1176,2643,879,1176,2643,0,0,0
歌·颂Eulogize_李振宁,1,496,428,2766,1,0,496,428,2766,496,428,2766,0,0,0
LunaRelumbrar_0711,1,248,38,269,1,0,248,38,269,248,38,269,0,0,0
Infinity·胡春杨,1,331,96,660,0,1,331,96,660,0,0,0,331,96,660
缱绻清泉·李振宁,1,311,266,1069,1,0,311,266,1069,311,266,1069,0,0,0
TyphoonEye·胡春杨,1,496,105,780,1,0,496,105,780,496,105,780,0,0,0
搞笑公,1,847,910,12863,0,1,847,910,12863,0,0,0,847,910,12863
PlumWine1105丨李振宁,1,179,121,722,1,0,179,121,722,179,121,722,0,0,0
版萌DDK,1,148,221,1643,1,0,148,221,1643,148,221,1643,0,0,0
刘玉翠Rain,1,7,58,307,1,0,7,58,307,7,58,307,0,0,0
云烟过境丨木子洋KWIN,1,43,10,144,0,1,43,10,144,0,0,0,43,10,144
小餓图很多么,1,203,231,745,1,0,203,231,745,203,231,745,0,0,0
木子洋KWIN,1,16864,8355,88261,1,0,16864,8355,88261,16864,8355,88261,0,0,0
灵超DIDI,1,16241,5365,105526,1,0,16241,5365,105526,16241,5365,105526,0,0,0
岳岳PINKRAY,1,12177,2778,77578,0,1,12177,2778,77578,0,0,0,12177,2778,77578
gentlemonsterofficial,1,65036,1307,63412,1,0,65036,1307,63412,65036,1307,63412,0,0,0
Logical_岳岳pinkray安利博,1,316,48,373,1,0,316,48,373,316,48,373,0,0,0
gogoboi,1,80,431,5735,1,0,80,431,5735,80,431,5735,0,0,0
方书剑的小杂役,1,831,451,2507,1,0,831,451,2507,831,451,2507,0,0,0
SailorMoon0421_木子洋,1,252,138,448,1,0,252,138,448,252,138,448,0,0,0
中广时代,1,3774,223,5228,1,0,3774,223,5228,3774,223,5228,0,0,0
北京生活杂志,1,1077,189,1265,1,0,1077,189,1265,1077,189,1265,0,0,0
新闻夜航,1,18,64,8373,0,1,18,64,8373,0,0,0,18,64,8373
武汉来了,1,125,690,626,1,0,125,690,626,125,690,626,0,0,0
为什么这么爱吃土豆啊,1,12,1026,3814,1,0,12,1026,3814,12,1026,3814,0,0,0
一川风月·宋继扬,1,56,22,164,1,0,56,22,164,56,22,164,0,0,0
尚武菌,1,344,37,268,1,0,344,37,268,344,37,268,0,0,0
IT互联网老鬼,1,1716,2140,1167,1,0,1716,2140,1167,1716,2140,1167,0,0,0
V大豫先生,1,170,221,1536,1,0,170,221,1536,170,221,1536,0,0,0
吃瓜鹅每日爆料,1,22,214,2069,1,0,22,214,2069,22,214,2069,0,0,0
污底线女神,1,67,144,1183,0,1,67,144,1183,0,0,0,67,144,1183
快看漫画,1,5,17,313,1,0,5,17,313,5,17,313,0,0,0
林煐岷的六崽,1,50,9,102,1,0,50,9,102,50,9,102,0,0,0
腾腾爸,1,30,51,285,1,0,30,51,285,30,51,285,0,0,0
肥威,1,11,72,90,1,0,11,72,90,11,72,90,0,0,0
留烽,1,7,67,203,1,0,7,67,203,7,67,203,0,0,0
吃瓜姐妹,1,225,316,23400,1,0,225,316,23400,225,316,23400,0,0,0
海龟先生乐队,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
朱孝天,1,29,124,847,1,0,29,124,847,29,124,847,0,0,0
李亚玲,1,5,151,385,1,0,5,151,385,5,151,385,0,0,0
管栎全球后援会,1,86,62,327,1,0,86,62,327,86,62,327,0,0,0
ruanyf,1,713,113,514,1,0,713,113,514,713,113,514,0,0,0
武了个汉,1,14,282,279,1,0,14,282,279,14,282,279,0,0,0
李现ing安琪拉,1,9,556,1195,1,0,9,556,1195,9,556,1195,0,0,0
李晨工作室,1,81,94,522,1,0,81,94,522,81,94,522,0,0,0
金丝儿小炸,1,5,6,71,1,0,5,6,71,5,6,71,0,0,0
魅丽郑州,1,114,163,1148,1,0,114,163,1148,114,163,1148,0,0,0
新浪上海,1,106,88,24,1,0,106,88,24,106,88,24,0,0,0
水晶徐,1,39,216,832,1,0,39,216,832,39,216,832,0,0,0
宜宾同城会,1,62,17,259,1,0,62,17,259,62,17,259,0,0,0
中美博弈官微,1,39,54,531,0,1,39,54,531,0,0,0,39,54,531
火三文鱼家,1,131,24,232,0,1,131,24,232,0,0,0,131,24,232
我才是羽度非凡,1,41,43,370,0,1,41,43,370,0,0,0,41,43,370
深夜徐老师,1,842,1842,8014,1,0,842,1842,8014,842,1842,8014,0,0,0
胡春杨全球后援会,1,127,80,506,1,0,127,80,506,127,80,506,0,0,0
耳帝,1,910,941,2495,1,0,910,941,2495,910,941,2495,0,0,0
搞笑大妹子,1,116,296,5523,1,0,116,296,5523,116,296,5523,0,0,0
鲁大师,1,29,229,488,0,1,29,229,488,0,0,0,29,229,488
学弟帮帮我,1,371,511,1448,0,1,371,511,1448,0,0,0,371,511,1448
马小鱼很自律,1,8,0,172,0,1,8,0,172,0,0,0,8,0,172
瓦子卡,1,217,305,1841,1,0,217,305,1841,217,305,1841,0,0,0
李亦航LYH,1,131,147,661,1,0,131,147,661,131,147,661,0,0,0
一流美女,1,54,58,551,1,0,54,58,551,54,58,551,0,0,0
黄晓明工作室,1,196,174,210,1,0,196,174,210,196,174,210,0,0,0
徐墁倩,1,111,162,845,1,0,111,162,845,111,162,845,0,0,0
股市狼头哥,1,24,19,314,0,1,24,19,314,0,0,0,24,19,314
快乐源泉李小半,1,651,465,694,1,0,651,465,694,651,465,694,0,0,0
风倾叶,1,27,98,3958,1,0,27,98,3958,27,98,3958,0,0,0
贴吧娘,1,78,222,2557,1,0,78,222,2557,78,222,2557,0,0,0
浙江团省委,1,59,14,144,1,0,59,14,144,59,14,144,0,0,0
Instagram热门,1,520,513,1131,1,0,520,513,1131,520,513,1131,0,0,0
郭晓婷,1,7340,4792,17849,1,0,7340,4792,17849,7340,4792,17849,0,0,0
娱乐扒少,1,160,247,1624,1,0,160,247,1624,160,247,1624,0,0,0
豆了一花庚,1,221,73,334,1,0,221,73,334,221,73,334,0,0,0
叫我老伯,1,126,257,1400,1,0,126,257,1400,126,257,1400,0,0,0
无心简影,1,123,160,2253,0,1,123,160,2253,0,0,0,123,160,2253
寧晓言,1,293,1346,40866,1,0,293,1346,40866,293,1346,40866,0,0,0
电竞组,1,353,349,934,1,0,353,349,934,353,349,934,0,0,0
女生宿舍日常,1,234,127,676,1,0,234,127,676,234,127,676,0,0,0
看见,1,30,7,135,1,0,30,7,135,30,7,135,0,0,0
赵盛烨,1,19,101,1362,0,1,19,101,1362,0,0,0,19,101,1362
易千,1,72,35,354,0,1,72,35,354,0,0,0,72,35,354
游戏大腿,1,572,371,1047,1,0,572,371,1047,572,371,1047,0,0,0
朱一旦的枯燥生活,1,47,516,1873,1,0,47,516,1873,47,516,1873,0,0,0
8feeling8,1,72,100,1126,1,0,72,100,1126,72,100,1126,0,0,0
软柿子扒星,1,1085,1713,11904,1,0,1085,1713,11904,1085,1713,11904,0,0,0
少女心事碎片,1,11,21,2006,1,0,11,21,2006,11,21,2006,0,0,0
李现喊我小宝贝儿i,1,31,46,674,1,0,31,46,674,31,46,674,0,0,0
小熊三贱客,1,515,73,2056,1,0,515,73,2056,515,73,2056,0,0,0
观见GLIVE,1,401,6130,10726,1,0,401,6130,10726,401,6130,10726,0,0,0
Simon_阿文,1,120,1032,4417,0,1,120,1032,4417,0,0,0,120,1032,4417
数知实验室,1,6,48,2161,1,0,6,48,2161,6,48,2161,0,0,0
ActorLX_秃头姐妹站,1,125,221,506,1,0,125,221,506,125,221,506,0,0,0
一只鹿白,1,259,368,557,1,0,259,368,557,259,368,557,0,0,0
lightING_李现应援站,1,83,45,533,1,0,83,45,533,83,45,533,0,0,0
Romantic1991·李现,1,58,26,146,1,0,58,26,146,58,26,146,0,0,0
健康成都官微,1,53,29,30,1,0,53,29,30,53,29,30,0,0,0
中国会计视野,1,259,38,480,1,0,259,38,480,259,38,480,0,0,0
Dating_1019丨李现,1,50,21,230,1,0,50,21,230,50,21,230,0,0,0
壮森HangJohnson,1,85,185,297,1,0,85,185,297,85,185,297,0,0,0
手游君,1,150,185,632,1,0,150,185,632,150,185,632,0,0,0
沐子以念,1,23,155,298,1,0,23,155,298,23,155,298,0,0,0
郭建华名师,1,20,99,526,1,0,20,99,526,20,99,526,0,0,0
人间蛇男,1,640,510,2929,1,0,640,510,2929,640,510,2929,0,0,0
范志红_原创营养信息,1,10,156,869,1,0,10,156,869,10,156,869,0,0,0
游识猷,1,716,114,889,1,0,716,114,889,716,114,889,0,0,0
AngelinaZhaoooo,1,31,137,1662,1,0,31,137,1662,31,137,1662,0,0,0
飞屋环游小米粒,1,7,56,514,0,1,7,56,514,0,0,0,7,56,514
王者不修图,1,128,675,5306,1,0,128,675,5306,128,675,5306,0,0,0
游戏男孩阿威,1,1313,208,223,1,0,1313,208,223,1313,208,223,0,0,0
小萌电影,1,347,852,1931,1,0,347,852,1931,347,852,1931,0,0,0
伊利达雷之怒,1,231,331,3615,1,0,231,331,3615,231,331,3615,0,0,0
DaiYon頔_Elean,1,3,114,167,0,1,3,114,167,0,0,0,3,114,167
肖一斤_,1,10078,324,430,0,1,10078,324,430,0,0,0,10078,324,430
岩芳荣,1,130,3,908,1,0,130,3,908,130,3,908,0,0,0
十分关心,1,538,1349,122333,0,1,538,1349,122333,0,0,0,538,1349,122333
果子说_,1,70,410,4107,1,0,70,410,4107,70,410,4107,0,0,0
金星,1,727,5032,114361,1,0,727,5032,114361,727,5032,114361,0,0,0
不冷zz,1,279,354,818,1,0,279,354,818,279,354,818,0,0,0
CAMEL骆驼,1,2761,2640,1241,1,0,2761,2640,1241,2761,2640,1241,0,0,0
去哪儿网,1,2484,2316,1105,1,0,2484,2316,1105,2484,2316,1105,0,0,0
阿氧挠痒,1,12,133,503,1,0,12,133,503,12,133,503,0,0,0
吃瓜少年,1,761,893,1052,1,0,761,893,1052,761,893,1052,0,0,0
店小二来瓶98年的爽歪歪,1,111,112,976,0,1,111,112,976,0,0,0,111,112,976
杨茗茗Ymmmmm,1,15,171,603,1,0,15,171,603,15,171,603,0,0,0
深圳天气,1,8,109,449,1,0,8,109,449,8,109,449,0,0,0
二狗子炒股,1,345,16,208,1,0,345,16,208,345,16,208,0,0,0
宋晓峰,1,72,579,4692,1,0,72,579,4692,72,579,4692,0,0,0
桃之爱吃桃,1,188,136,339,1,0,188,136,339,188,136,339,0,0,0
彩妆师Regina,1,30,54,339,1,0,30,54,339,30,54,339,0,0,0
胡延平Future,1,8,222,376,0,1,8,222,376,0,0,0,8,222,376
猫在飞fly,1,244,44,232,0,1,244,44,232,0,0,0,244,44,232
CCTV6电影频道,1,21,15,110,1,0,21,15,110,21,15,110,0,0,0
邱汐盐咸不咸,1,6,108,508,0,1,6,108,508,0,0,0,6,108,508
一颗甜贝贝,1,1556,475,3696,1,0,1556,475,3696,1556,475,3696,0,0,0
很有道理哇,1,2431,507,4517,1,0,2431,507,4517,2431,507,4517,0,0,0
零度月光坠星河·,1,1029,127,1839,1,0,1029,127,1839,1029,127,1839,0,0,0
漠宏庵,1,376,857,7984,0,1,376,857,7984,0,0,0,376,857,7984
_若愛只如初見,1,17,28,836,1,0,17,28,836,17,28,836,0,0,0
深圳湾小海盗,1,209,17,230,0,1,209,17,230,0,0,0,209,17,230
黄小蕾,1,862,942,5282,1,0,862,942,5282,862,942,5282,0,0,0
沫凡买买买小小号ol每周四直播ol,1,10,1180,933,1,0,10,1180,933,10,1180,933,0,0,0
魔法少女小曷,1,195,81,1059,0,1,195,81,1059,0,0,0,195,81,1059
李是谁的某某某啊,1,131,105,452,1,0,131,105,452,131,105,452,0,0,0
媛文YUANWEN,1,50,38,62,1,0,50,38,62,50,38,62,0,0,0
温柔一個春,1,428,1861,248,1,0,428,1861,248,428,1861,248,0,0,0
视角姬,1,310,322,395,1,0,310,322,395,310,322,395,0,0,0
青岛青年深蓝,1,57,3,58,1,0,57,3,58,57,3,58,0,0,0
爱股票APP,1,150,4,50,1,0,150,4,50,150,4,50,0,0,0
音乐点,1,4039,1434,3917,1,0,4039,1434,3917,4039,1434,3917,0,0,0
中读,1,281,107,74,1,0,281,107,74,281,107,74,0,0,0
通信王峰,1,212,2948,23174,1,0,212,2948,23174,212,2948,23174,0,0,0
何等奇葩,1,86,120,1163,0,1,86,120,1163,0,0,0,86,120,1163
产品大神丶,1,123,886,7180,1,0,123,886,7180,123,886,7180,0,0,0
Blood旌旗,1,574,194,1648,1,0,574,194,1648,574,194,1648,0,0,0
微博搞笑排行榜,1,7322,3678,15110,1,0,7322,3678,15110,7322,3678,15110,0,0,0
扎心学长,1,718,1954,11848,0,1,718,1954,11848,0,0,0,718,1954,11848
三鲜视频,1,816,141,241,1,0,816,141,241,816,141,241,0,0,0
爱爱不哭,1,260,42,209,1,0,260,42,209,260,42,209,0,0,0
痞湿傅,1,39,76,502,0,1,39,76,502,0,0,0,39,76,502
小娴一米八,1,54,280,689,0,1,54,280,689,0,0,0,54,280,689
凉子的狗狗,1,33,494,807,1,0,33,494,807,33,494,807,0,0,0
电影院菌,1,96,16,277,1,0,96,16,277,96,16,277,0,0,0
新剧一直播,1,1145,1726,2430,1,0,1145,1726,2430,1145,1726,2430,0,0,0
我CP明明明明SZD,1,9,19,136,1,0,9,19,136,9,19,136,0,0,0
九卦_,1,25,452,1450,1,0,25,452,1450,25,452,1450,0,0,0
赵琦君Ryan,1,6557,10979,169320,1,0,6557,10979,169320,6557,10979,169320,0,0,0
ChocoHun_吴世勋资源博,1,385,24,574,0,1,385,24,574,0,0,0,385,24,574
来一个可爱多行吗,1,182,90,699,1,0,182,90,699,182,90,699,0,0,0
短片酱,1,23,31,149,0,1,23,31,149,0,0,0,23,31,149
中国地震台网速报,1,7,72,426,1,0,7,72,426,7,72,426,0,0,0
北京人的新鲜事,1,138,203,1712,1,0,138,203,1712,138,203,1712,0,0,0
圈内扒公,1,6813,2384,4663,0,1,6813,2384,4663,0,0,0,6813,2384,4663
彭雪茹Angelina,1,9,148,883,1,0,9,148,883,9,148,883,0,0,0
熊猫大李,1,11,117,194,1,0,11,117,194,11,117,194,0,0,0
王彦霖,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
南方都市报,1,24,56,10919,1,0,24,56,10919,24,56,10919,0,0,0
紧急呼叫,1,29,126,675,1,0,29,126,675,29,126,675,0,0,0
燕山派,1,527,1076,6280,1,0,527,1076,6280,527,1076,6280,0,0,0
墙角社,1,108,1372,9520,0,1,108,1372,9520,0,0,0,108,1372,9520
芒果咕咕,1,619,103,837,0,1,619,103,837,0,0,0,619,103,837
什么值得买,1,2801,2525,1166,1,0,2801,2525,1166,2801,2525,1166,0,0,0
司徒离曜,1,23,139,1365,1,0,23,139,1365,23,139,1365,0,0,0
你好楠木子,1,2250,2602,3890,1,0,2250,2602,3890,2250,2602,3890,0,0,0
贵圈背后那些事儿,1,144,870,5937,0,1,144,870,5937,0,0,0,144,870,5937
零雨其蒙蒙,1,13,15,176,1,0,13,15,176,13,15,176,0,0,0
娱乐榜姐,1,433,708,1871,1,0,433,708,1871,433,708,1871,0,0,0
娱乐圈小妖,1,1637,1645,3160,1,0,1637,1645,3160,1637,1645,3160,0,0,0
娱乐星事,1,413,798,1767,1,0,413,798,1767,413,798,1767,0,0,0
老师好我叫何同学,1,25428,8684,73468,1,0,25428,8684,73468,25428,8684,73468,0,0,0
我第一灵,1,305,931,3899,1,0,305,931,3899,305,931,3899,0,0,0
经济之声,1,30,0,510,1,0,30,0,510,30,0,510,0,0,0
朴鸣Piaoming,1,22,191,2306,0,1,22,191,2306,0,0,0,22,191,2306
秋田六千,1,2088,243,1223,0,1,2088,243,1223,0,0,0,2088,243,1223
金十四钗,1,9450,5601,8664,1,0,9450,5601,8664,9450,5601,8664,0,0,0
阿术术_咕咕咕,1,468,134,2583,1,0,468,134,2583,468,134,2583,0,0,0
蓝色的雪vg,1,20,674,575,0,1,20,674,575,0,0,0,20,674,575
科技日报,1,78,360,2570,1,0,78,360,2570,78,360,2570,0,0,0
学徒王自健,1,6,147,829,0,1,6,147,829,0,0,0,6,147,829
极品特长生,1,49,303,3312,0,1,49,303,3312,0,0,0,49,303,3312
萧湘A,1,108,24,419,1,0,108,24,419,108,24,419,0,0,0
艺画开天,1,8,65,284,1,0,8,65,284,8,65,284,0,0,0
魔法师蛋小丁,1,16,138,1086,0,1,16,138,1086,0,0,0,16,138,1086
首都经贸大学刘颖,1,7,48,787,1,0,7,48,787,7,48,787,0,0,0
IT总司令,1,429,2630,10519,0,1,429,2630,10519,0,0,0,429,2630,10519
天生黑变白的小小白,1,8,84,292,0,1,8,84,292,0,0,0,8,84,292
行动派琦琦,1,52,72,399,0,1,52,72,399,0,0,0,52,72,399
MrYang杨家成,1,1807,839,5564,1,0,1807,839,5564,1807,839,5564,0,0,0
台灣微時尚,1,105,316,1789,1,0,105,316,1789,105,316,1789,0,0,0
我們是香港警嫂,1,37,971,6571,1,0,37,971,6571,37,971,6571,0,0,0
HK_CC_BEST,1,178,142,1078,0,1,178,142,1078,0,0,0,178,142,1078
大牌姐,1,9,1945,2393,0,1,9,1945,2393,0,0,0,9,1945,2393
逗爱重庆行,1,116,235,986,0,1,116,235,986,0,0,0,116,235,986
是言琛琛哇·,1,133,850,93,1,0,133,850,93,133,850,93,0,0,0
BluesIcinggg,1,165,93,357,1,0,165,93,357,165,93,357,0,0,0
白斌的公法梦,1,8,98,424,1,0,8,98,424,8,98,424,0,0,0
新浪综艺,1,506,806,67924,1,0,506,806,67924,506,806,67924,0,0,0
NuclearEngineer,1,83,65,243,1,0,83,65,243,83,65,243,0,0,0
B·WONG,1,30,37,244,0,1,30,37,244,0,0,0,30,37,244
张佐佐997,1,9,204,270,0,1,9,204,270,0,0,0,9,204,270
蔡小心,1,5,23,99,1,0,5,23,99,5,23,99,0,0,0
4REALlllll,1,100,30,87,0,1,100,30,87,0,0,0,100,30,87
阿苏买什么,1,11,94,227,1,0,11,94,227,11,94,227,0,0,0
本帮-,1,71,128,1329,1,0,71,128,1329,71,128,1329,0,0,0
灵魂股手林优秀,1,19,49,260,0,1,19,49,260,0,0,0,19,49,260
道定,1,6,72,180,1,0,6,72,180,6,72,180,0,0,0
忙碌的嘎嘎,1,42,278,1365,1,0,42,278,1365,42,278,1365,0,0,0
CCTV4,1,120,72,319,0,1,120,72,319,0,0,0,120,72,319
暴躁的颜值,1,33,48,298,1,0,33,48,298,33,48,298,0,0,0
斯蒂芬-库里,1,36,290,1075,0,1,36,290,1075,0,0,0,36,290,1075
缺伯牙,1,6,58,3037,0,1,6,58,3037,0,0,0,6,58,3037
深圳美食酱,1,159,15,126,1,0,159,15,126,159,15,126,0,0,0
高密普法,1,14,24,167,1,0,14,24,167,14,24,167,0,0,0
我有一个好故事,1,294,115,42,1,0,294,115,42,294,115,42,0,0,0
自助找券淘宝优惠券领券,1,13,2,307,1,0,13,2,307,13,2,307,0,0,0
和烊烊一起数星星的女孩,1,16,10,96,0,1,16,10,96,0,0,0,16,10,96
Mr孙宁,1,23,114,279,0,1,23,114,279,0,0,0,23,114,279
路意Louis,1,18,23,190,0,1,18,23,190,0,0,0,18,23,190
快测评,1,5,15,131,1,0,5,15,131,5,15,131,0,0,0
LUCAS_韩,1,6,76,151,0,1,6,76,151,0,0,0,6,76,151
幽畜在此出题组,1,1209,655,1566,1,0,1209,655,1566,1209,655,1566,0,0,0
伍志勋-,1,1055,1113,919,1,0,1055,1113,919,1055,1113,919,0,0,0
大猫妈妈__,1,31,1122,2294,0,1,31,1122,2294,0,0,0,31,1122,2294
掌阅生活,1,92,47,477,0,1,92,47,477,0,0,0,92,47,477
BOBOsuper_圆七,1,86,25,134,1,0,86,25,134,86,25,134,0,0,0
卢晓周,1,22,20,137,1,0,22,20,137,22,20,137,0,0,0
阳阳你好,1,7,45,197,1,0,7,45,197,7,45,197,0,0,0
深圳木子,1,6,20,1162,1,0,6,20,1162,6,20,1162,0,0,0
Anzujaamu,1,85,151,1180,1,0,85,151,1180,85,151,1180,0,0,0
大锅只是喝醉,1,49,724,4135,0,1,49,724,4135,0,0,0,49,724,4135
唐逸雯Even,1,2482,4582,5775,1,0,2482,4582,5775,2482,4582,5775,0,0,0
無風即風,1,103,217,761,1,0,103,217,761,103,217,761,0,0,0
罗威-泡茶聊股票,1,23,74,729,0,1,23,74,729,0,0,0,23,74,729
来自星星的白菜,1,11,2,191,0,1,11,2,191,0,0,0,11,2,191
APP帝,1,93,105,136,1,0,93,105,136,93,105,136,0,0,0
北平贱客,1,746,1520,3240,0,1,746,1520,3240,0,0,0,746,1520,3240
房价之外,1,149,102,861,1,0,149,102,861,149,102,861,0,0,0
雨霁天晴0722,1,103,45,286,1,0,103,45,286,103,45,286,0,0,0
新浪电影,1,208,281,3606,1,0,208,281,3606,208,281,3606,0,0,0
西平郡司马,1,548,200,3248,1,0,548,200,3248,548,200,3248,0,0,0
猎豹队长雷华SAMA,1,6,66,1591,0,1,6,66,1591,0,0,0,6,66,1591
金剪刀开箱,1,56,75,737,0,1,56,75,737,0,0,0,56,75,737
我有锅阿,1,32,46,211,0,1,32,46,211,0,0,0,32,46,211
东海信箱,1,270,203,2827,1,0,270,203,2827,270,203,2827,0,0,0
顾婠柠,1,76,438,1528,1,0,76,438,1528,76,438,1528,0,0,0
王北车,1,232,858,1600,1,0,232,858,1600,232,858,1600,0,0,0
烟RAN暖_就让我变成回忆,1,106,43,375,0,1,106,43,375,0,0,0,106,43,375
梦想科技开,1,11,79,180,0,1,11,79,180,0,0,0,11,79,180
我爱重庆,1,15,11,173,1,0,15,11,173,15,11,173,0,0,0
马艳丽,1,18,32,148,1,0,18,32,148,18,32,148,0,0,0
