用户ID,微博数,转发数,评论数,点赞数,积极数,消极数,平均转发,平均评论,平均点赞,积极转发数,积极评论数,积极点赞数,消极转发数,消极评论数,消极点赞数
栽培甜意,1,232,21,90,1,0,232.00 ,21.00 ,90.00 ,232,21,90,0,0,0
周黑鸭官方微博,1,8803,9602,5051,1,0,8803.00 ,9602.00 ,5051.00 ,8803,9602,5051,0,0,0
好事总会发生在下个转弯儿,1,98,229,333,1,0,98.00 ,229.00 ,333.00 ,98,229,333,0,0,0
钱皓,1,101,12,24,1,0,101.00 ,12.00 ,24.00 ,101,12,24,0,0,0
快手扒皮,1,5,2132,809,1,0,5.00 ,2132.00 ,809.00 ,5,2132,809,0,0,0
艺术作品集情报局,1,11,8,63,1,0,11.00 ,8.00 ,63.00 ,11,8,63,0,0,0
龙星镖局,1,92,55,556,0,1,92.00 ,55.00 ,556.00 ,0,0,0,92,55,556
网红大八卦,1,5,177,508,1,0,5.00 ,177.00 ,508.00 ,5,177,508,0,0,0
伟哥八卦,1,4,112,234,1,0,4.00 ,112.00 ,234.00 ,4,112,234,0,0,0
小猪男孩,1,8,2,70,1,0,8.00 ,2.00 ,70.00 ,8,2,70,0,0,0
科学探索,1,612,867,12091,1,0,612.00 ,867.00 ,12091.00 ,612,867,12091,0,0,0
黄刚,1,639,32,240,1,0,639.00 ,32.00 ,240.00 ,639,32,240,0,0,0
轩辕微助理-T,1,119,33,479,1,0,119.00 ,33.00 ,479.00 ,119,33,479,0,0,0
李义雄中文首站_EuiwoongBarCN,1,30,4,70,1,0,30.00 ,4.00 ,70.00 ,30,4,70,0,0,0
DT财经,1,38,5,47,1,0,38.00 ,5.00 ,47.00 ,38,5,47,0,0,0
孙昌旭,1,29,103,107,1,0,29.00 ,103.00 ,107.00 ,29,103,107,0,0,0
王怡苏VLOG,1,174,363,673,1,0,174.00 ,363.00 ,673.00 ,174,363,673,0,0,0
葳蕤raygq,1,388,207,453,1,0,388.00 ,207.00 ,453.00 ,388,207,453,0,0,0
Songbirdineasternsky,1,10,57,110,1,0,10.00 ,57.00 ,110.00 ,10,57,110,0,0,0
贵阳校园,1,27,20,164,1,0,27.00 ,20.00 ,164.00 ,27,20,164,0,0,0
作家王湛,1,474,472,337,0,1,474.00 ,472.00 ,337.00 ,0,0,0,474,472,337
新浪山东头条,1,9,1,51,0,1,9.00 ,1.00 ,51.00 ,0,0,0,9,1,51
最神奇的视频,1,952,308,439,0,1,952.00 ,308.00 ,439.00 ,0,0,0,952,308,439
中华全国学联,1,66,76,161,1,0,66.00 ,76.00 ,161.00 ,66,76,161,0,0,0
雨后蘑菇,1,87,51,42,0,1,87.00 ,51.00 ,42.00 ,0,0,0,87,51,42
莉娜丫头,1,1525,1536,2405,1,0,1525.00 ,1536.00 ,2405.00 ,1525,1536,2405,0,0,0
Bingo实验室,1,1701,1066,654,1,0,1701.00 ,1066.00 ,654.00 ,1701,1066,654,0,0,0
鲨鱼电影,1,217,809,2239,0,1,217.00 ,809.00 ,2239.00 ,0,0,0,217,809,2239
乐读好书,1,1504,99,207,0,1,1504.00 ,99.00 ,207.00 ,0,0,0,1504,99,207
迷你厨房头条,1,89,131,313,0,1,89.00 ,131.00 ,313.00 ,0,0,0,89,131,313
ClouinKim,1,11,17,54,1,0,11.00 ,17.00 ,54.00 ,11,17,54,0,0,0
北极海豹王,1,26,70,52,0,1,26.00 ,70.00 ,52.00 ,0,0,0,26,70,52
给楼下小啵买狗粮,1,8,112,306,1,0,8.00 ,112.00 ,306.00 ,8,112,306,0,0,0
平凡之路sakura,1,36,23,236,0,1,36.00 ,23.00 ,236.00 ,0,0,0,36,23,236
朱海舟,1,17,214,354,1,0,17.00 ,214.00 ,354.00 ,17,214,354,0,0,0
上海交通大学,1,181,23,94,1,0,181.00 ,23.00 ,94.00 ,181,23,94,0,0,0
搜狐,1,3486,2864,1771,1,0,3486.00 ,2864.00 ,1771.00 ,3486,2864,1771,0,0,0
ETtoday新聞雲,1,28,428,247,1,0,28.00 ,428.00 ,247.00 ,28,428,247,0,0,0
青蛇先生,1,362,111,132,1,0,362.00 ,111.00 ,132.00 ,362,111,132,0,0,0
Nicole的生活书,1,384,145,377,1,0,384.00 ,145.00 ,377.00 ,384,145,377,0,0,0
读书派,1,641,50,33,1,0,641.00 ,50.00 ,33.00 ,641,50,33,0,0,0
余潇潇Jessica,1,13,179,492,1,0,13.00 ,179.00 ,492.00 ,13,179,492,0,0,0
财新周刊,1,114,108,27,0,1,114.00 ,108.00 ,27.00 ,0,0,0,114,108,27
公益人王磊,1,707,1104,6662,1,0,707.00 ,1104.00 ,6662.00 ,707,1104,6662,0,0,0
韩载修,1,412,319,977,1,0,412.00 ,319.00 ,977.00 ,412,319,977,0,0,0
组织二号头目,1,218,142,511,0,1,218.00 ,142.00 ,511.00 ,0,0,0,218,142,511
鱼猫情话,1,1742,1324,2115,1,0,1742.00 ,1324.00 ,2115.00 ,1742,1324,2115,0,0,0
杨文战律师,1,18,80,280,1,0,18.00 ,80.00 ,280.00 ,18,80,280,0,0,0
人比黄瓜胖Ivy,1,1408,233,299,1,0,1408.00 ,233.00 ,299.00 ,1408,233,299,0,0,0
外贸人Chris,1,241,106,213,1,0,241.00 ,106.00 ,213.00 ,241,106,213,0,0,0
Duidui_wifi,1,346,85,1231,0,1,346.00 ,85.00 ,1231.00 ,0,0,0,346,85,1231
潮州突发,1,227,60,433,0,1,227.00 ,60.00 ,433.00 ,0,0,0,227,60,433
TF情报局,1,87,21,1396,1,0,87.00 ,21.00 ,1396.00 ,87,21,1396,0,0,0
创业最前线,1,116,35,118,0,1,116.00 ,35.00 ,118.00 ,0,0,0,116,35,118
美国驻华大使馆,1,237,1049,574,1,0,237.00 ,1049.00 ,574.00 ,237,1049,574,0,0,0
视知TV,1,194,55,192,0,1,194.00 ,55.00 ,192.00 ,0,0,0,194,55,192
生抽xi,1,284,37,291,0,1,284.00 ,37.00 ,291.00 ,0,0,0,284,37,291
锅盖wer,1,3,57,546,1,0,3.00 ,57.00 ,546.00 ,3,57,546,0,0,0
engadgetChina,1,67,51,68,0,1,67.00 ,51.00 ,68.00 ,0,0,0,67,51,68
二叉树视频,1,81,25,61,1,0,81.00 ,25.00 ,61.00 ,81,25,61,0,0,0
华为招聘,1,563,205,131,1,0,563.00 ,205.00 ,131.00 ,563,205,131,0,0,0
盐盐气息,1,20,18,124,1,0,20.00 ,18.00 ,124.00 ,20,18,124,0,0,0
新浪游戏,1,15,36,83,1,0,15.00 ,36.00 ,83.00 ,15,36,83,0,0,0
刘群MT-to-Death,1,70,43,53,0,1,70.00 ,43.00 ,53.00 ,0,0,0,70,43,53
陈怡然-杜克大学,1,129,42,83,1,0,129.00 ,42.00 ,83.00 ,129,42,83,0,0,0
海离薇,1,95,4,5,1,0,95.00 ,4.00 ,5.00 ,95,4,5,0,0,0
胡舒立,1,7,17,27,1,0,7.00 ,17.00 ,27.00 ,7,17,27,0,0,0
淡定水月无声,1,43,29,181,1,0,43.00 ,29.00 ,181.00 ,43,29,181,0,0,0
港股通AiH,1,26,8,33,1,0,26.00 ,8.00 ,33.00 ,26,8,33,0,0,0
365-厦门大雨,1,19,5,25,1,0,19.00 ,5.00 ,25.00 ,19,5,25,0,0,0
余生所爱N,1,12,101,325,0,1,12.00 ,101.00 ,325.00 ,0,0,0,12,101,325
nyouyou,1,33,175,1123,1,0,33.00 ,175.00 ,1123.00 ,33,175,1123,0,0,0
小雨小雨小雨_N,1,12,337,468,1,0,12.00 ,337.00 ,468.00 ,12,337,468,0,0,0
古月中心相心,1,32,198,185,1,0,32.00 ,198.00 ,185.00 ,32,198,185,0,0,0
二碗甜鸦mer,1,54,59,146,1,0,54.00 ,59.00 ,146.00 ,54,59,146,0,0,0
圈内大神,1,635,217,829,1,0,635.00 ,217.00 ,829.00 ,635,217,829,0,0,0
血色军刀999,1,127,80,198,1,0,127.00 ,80.00 ,198.00 ,127,80,198,0,0,0
啵叽一口小甜饼,1,397,495,613,1,0,397.00 ,495.00 ,613.00 ,397,495,613,0,0,0
骆驼娱乐,1,1082,1169,1379,1,0,1082.00 ,1169.00 ,1379.00 ,1082,1169,1379,0,0,0
郭姐哒,1,798,1638,2697,1,0,798.00 ,1638.00 ,2697.00 ,798,1638,2697,0,0,0
人民日报海外版-海外网,1,972,4015,3417,0,1,972.00 ,4015.00 ,3417.00 ,0,0,0,972,4015,3417
Alinda艾琳达,1,46,635,5662,1,0,46.00 ,635.00 ,5662.00 ,46,635,5662,0,0,0
石家庄的事儿,1,580,363,161,1,0,580.00 ,363.00 ,161.00 ,580,363,161,0,0,0
倪飞,1,160,367,628,1,0,160.00 ,367.00 ,628.00 ,160,367,628,0,0,0
陈海滢,1,427,167,607,1,0,427.00 ,167.00 ,607.00 ,427,167,607,0,0,0
草莓起司糖,1,68,481,51,1,0,68.00 ,481.00 ,51.00 ,68,481,51,0,0,0
_妈妈咪啊,1,115,13,549,1,0,115.00 ,13.00 ,549.00 ,115,13,549,0,0,0
郭俊峰V,1,94,14,35,0,1,94.00 ,14.00 ,35.00 ,0,0,0,94,14,35
金刀王,1,232,1111,1620,1,0,232.00 ,1111.00 ,1620.00 ,232,1111,1620,0,0,0
刘煜辉lyhfhtx,1,111,26,130,1,0,111.00 ,26.00 ,130.00 ,111,26,130,0,0,0
养烊专业户,1,28,17,140,1,0,28.00 ,17.00 ,140.00 ,28,17,140,0,0,0
_4444x_nan_,1,17,134,156,1,0,17.00 ,134.00 ,156.00 ,17,134,156,0,0,0
宋晓军,1,42,20,85,0,0,42.00 ,20.00 ,85.00 ,0,0,0,0,0,0
陆天明,1,135,77,137,0,1,135.00 ,77.00 ,137.00 ,0,0,0,135,77,137
猪小屁,1,30,37,168,1,0,30.00 ,37.00 ,168.00 ,30,37,168,0,0,0
鑫谦,1,17,25,307,1,0,17.00 ,25.00 ,307.00 ,17,25,307,0,0,0
慕容嗷嗷,1,10,62,69,1,0,10.00 ,62.00 ,69.00 ,10,62,69,0,0,0
天才讲真,1,13,17,130,0,1,13.00 ,17.00 ,130.00 ,0,0,0,13,17,130
柚子木字幕组,1,43,28,109,0,1,43.00 ,28.00 ,109.00 ,0,0,0,43,28,109
京东电脑数码,1,263,149,346,1,0,263.00 ,149.00 ,346.00 ,263,149,346,0,0,0
抽着铂德去远方,1,32,86,213,1,0,32.00 ,86.00 ,213.00 ,32,86,213,0,0,0
王者荣耀小浪浪Mars,1,1466,2476,2805,1,0,1466.00 ,2476.00 ,2805.00 ,1466,2476,2805,0,0,0
明星搞笑榜,1,721,561,6241,0,1,721.00 ,561.00 ,6241.00 ,0,0,0,721,561,6241
KristianKostovBar,1,139,78,725,1,0,139.00 ,78.00 ,725.00 ,139,78,725,0,0,0
KristianKostov音乐站,1,54,9,337,1,0,54.00 ,9.00 ,337.00 ,54,9,337,0,0,0
Lami_Yi,1,4,105,530,1,0,4.00 ,105.00 ,530.00 ,4,105,530,0,0,0
咪咕阅读,1,162,8,19,1,0,162.00 ,8.00 ,19.00 ,162,8,19,0,0,0
KristianKostovChina,1,21,32,271,1,0,21.00 ,32.00 ,271.00 ,21,32,271,0,0,0
tinyfool,1,2165,153,1304,0,1,2165.00 ,153.00 ,1304.00 ,0,0,0,2165,153,1304
一个不会再更新的号,1,84,40,123,1,0,84.00 ,40.00 ,123.00 ,84,40,123,0,0,0
TonyCheng777,1,35,48,15,1,0,35.00 ,48.00 ,15.00 ,35,48,15,0,0,0
德国艺术,1,27,10,57,1,0,27.00 ,10.00 ,57.00 ,27,10,57,0,0,0
巫启贤,1,14,129,676,0,1,14.00 ,129.00 ,676.00 ,0,0,0,14,129,676
brainnews脑科学新闻,1,32,2,35,1,0,32.00 ,2.00 ,35.00 ,32,2,35,0,0,0
小议国事,1,54,25,51,1,0,54.00 ,25.00 ,51.00 ,54,25,51,0,0,0
辣条源叔,1,3033,3288,1642,1,0,3033.00 ,3288.00 ,1642.00 ,3033,3288,1642,0,0,0
别怕我们有防护门,1,164,39,517,1,0,164.00 ,39.00 ,517.00 ,164,39,517,0,0,0
毅马当闲,1,345,432,272,1,0,345.00 ,432.00 ,272.00 ,345,432,272,0,0,0
决战平安京,1,31,1285,950,1,0,31.00 ,1285.00 ,950.00 ,31,1285,950,0,0,0
耗这口,1,542,260,635,1,0,542.00 ,260.00 ,635.00 ,542,260,635,0,0,0
何时成婴,1,25,37,81,1,0,25.00 ,37.00 ,81.00 ,25,37,81,0,0,0
鸽海成路,1,6,196,391,0,1,6.00 ,196.00 ,391.00 ,0,0,0,6,196,391
小阿走,1,253,212,2204,0,0,253.00 ,212.00 ,2204.00 ,0,0,0,0,0,0
小野你还在寻找什么,1,53,12,158,1,0,53.00 ,12.00 ,158.00 ,53,12,158,0,0,0
lss215,1,5,92,131,1,0,5.00 ,92.00 ,131.00 ,5,92,131,0,0,0
泰国广告,1,19,4,53,0,0,19.00 ,4.00 ,53.00 ,0,0,0,0,0,0
神州法律,1,73,6,22,0,0,73.00 ,6.00 ,22.00 ,0,0,0,0,0,0
趣味无限大集合,1,5,5,63,0,0,5.00 ,5.00 ,63.00 ,0,0,0,0,0,0
短线刀客888,1,33,13,55,0,1,33.00 ,13.00 ,55.00 ,0,0,0,33,13,55
翘屁嫩瓜瓜,1,59,27,25,0,1,59.00 ,27.00 ,25.00 ,0,0,0,59,27,25
爆笑搞事菌,1,35,96,199,0,1,35.00 ,96.00 ,199.00 ,0,0,0,35,96,199
haruru,1,4,168,89,0,1,4.00 ,168.00 ,89.00 ,0,0,0,4,168,89
Kevin王的日记本,1,13,155,192,0,1,13.00 ,155.00 ,192.00 ,0,0,0,13,155,192
大咖身边人,1,32,7,27,1,0,32.00 ,7.00 ,27.00 ,32,7,27,0,0,0
于晓华_经济,1,18,27,69,0,1,18.00 ,27.00 ,69.00 ,0,0,0,18,27,69
搞笑视频坊,1,13,7,123,1,0,13.00 ,7.00 ,123.00 ,13,7,123,0,0,0
丁子户凡珏,1,20,16,73,1,0,20.00 ,16.00 ,73.00 ,20,16,73,0,0,0
深圳特区报,1,14,12,37,1,0,14.00 ,12.00 ,37.00 ,14,12,37,0,0,0
深圳微博发布厅,1,50,37,40,1,0,50.00 ,37.00 ,40.00 ,50,37,40,0,0,0
趣评测詹志斌,1,6,232,87,1,0,6.00 ,232.00 ,87.00 ,6,232,87,0,0,0
桂哥猎手VIP777,1,885,58,260,1,0,885.00 ,58.00 ,260.00 ,885,58,260,0,0,0
蔡尹珊珊,1,40,302,106,0,1,40.00 ,302.00 ,106.00 ,0,0,0,40,302,106
零下三十一度·,1,33,133,129,1,0,33.00 ,133.00 ,129.00 ,33,133,129,0,0,0
深圳公安,1,22,66,63,1,0,22.00 ,66.00 ,63.00 ,22,66,63,0,0,0
果仁儿科技,1,3,90,63,1,0,3.00 ,90.00 ,63.00 ,3,90,63,0,0,0
神勇小白兎,1,4,12,40,0,0,4.00 ,12.00 ,40.00 ,0,0,0,0,0,0
飞龙中医,1,101,1,32,1,0,101.00 ,1.00 ,32.00 ,101,1,32,0,0,0
Wind资讯,1,8,0,45,1,0,8.00 ,0.00 ,45.00 ,8,0,45,0,0,0
RosyEgg-,1,72,6,178,0,1,72.00 ,6.00 ,178.00 ,0,0,0,72,6,178
TVB剧透社,1,49,38,112,0,0,49.00 ,38.00 ,112.00 ,0,0,0,0,0,0
南江何佳,1,20,7,144,0,1,20.00 ,7.00 ,144.00 ,0,0,0,20,7,144
宋鸿兵,1,7,60,136,0,1,7.00 ,60.00 ,136.00 ,0,0,0,7,60,136
修行的围脖,1,15,8,28,1,0,15.00 ,8.00 ,28.00 ,15,8,28,0,0,0
猫头鹰快艇,1,19,21,27,1,0,19.00 ,21.00 ,27.00 ,19,21,27,0,0,0
予烊丶,1,35,141,120,1,0,35.00 ,141.00 ,120.00 ,35,141,120,0,0,0
伢伢复盘,1,27,126,333,0,1,27.00 ,126.00 ,333.00 ,0,0,0,27,126,333
蔡正元,1,74,138,426,1,0,74.00 ,138.00 ,426.00 ,74,138,426,0,0,0
慕烊的小姑娘,1,28,9,85,1,0,28.00 ,9.00 ,85.00 ,28,9,85,0,0,0
泰国头条新闻,1,12,8,53,1,0,12.00 ,8.00 ,53.00 ,12,8,53,0,0,0
普外科曾医生,1,12,352,135,0,1,12.00 ,352.00 ,135.00 ,0,0,0,12,352,135
描坤,1,21,6,8,1,0,21.00 ,6.00 ,8.00 ,21,6,8,0,0,0
笑笑真情话,1,7,53,53,1,0,7.00 ,53.00 ,53.00 ,7,53,53,0,0,0
就是大璠儿a,1,20,53,89,1,0,20.00 ,53.00 ,89.00 ,20,53,89,0,0,0
有限次重复博弈,1,17,39,33,1,0,17.00 ,39.00 ,33.00 ,17,39,33,0,0,0
一雪,1,7,14,38,1,0,7.00 ,14.00 ,38.00 ,7,14,38,0,0,0
异周刊编辑部_王子异,1,719,603,1189,1,0,719.00 ,603.00 ,1189.00 ,719,603,1189,0,0,0
娱乐大魔王,1,891,812,1068,1,0,891.00 ,812.00 ,1068.00 ,891,812,1068,0,0,0
鷰飛-yi,1,405,477,752,1,0,405.00 ,477.00 ,752.00 ,405,477,752,0,0,0
央视网快看,1,8,15,55,1,0,8.00 ,15.00 ,55.00 ,8,15,55,0,0,0
房小旗,1,38,5,98,1,0,38.00 ,5.00 ,98.00 ,38,5,98,0,0,0
阿卜教授,1,40,45,102,1,0,40.00 ,45.00 ,102.00 ,40,45,102,0,0,0
圈神探,1,295,886,7772,0,1,295.00 ,886.00 ,7772.00 ,0,0,0,295,886,7772
怡个菇凉,1,56,68,240,0,1,56.00 ,68.00 ,240.00 ,0,0,0,56,68,240
神楽坂雅詩,1,596,259,75,0,1,596.00 ,259.00 ,75.00 ,0,0,0,596,259,75
机智的兵长,1,842,437,998,1,0,842.00 ,437.00 ,998.00 ,842,437,998,0,0,0
希望橘子足够甜,1,208,138,290,0,1,208.00 ,138.00 ,290.00 ,0,0,0,208,138,290
娱乐圈少女,1,1498,1199,1804,1,0,1498.00 ,1199.00 ,1804.00 ,1498,1199,1804,0,0,0
八鹅吃瓜菌,1,37,183,268,1,0,37.00 ,183.00 ,268.00 ,37,183,268,0,0,0
陈迪Winston,1,68,141,236,1,0,68.00 ,141.00 ,236.00 ,68,141,236,0,0,0
追星仙子,1,75,51,232,1,0,75.00 ,51.00 ,232.00 ,75,51,232,0,0,0
嗑瓜子每日专用,1,29,132,247,1,0,29.00 ,132.00 ,247.00 ,29,132,247,0,0,0
记者王冠,1,164,58,403,1,0,164.00 ,58.00 ,403.00 ,164,58,403,0,0,0
蘇恆-台灣,1,118,165,587,0,1,118.00 ,165.00 ,587.00 ,0,0,0,118,165,587
冰火燃点,1,26,234,603,0,1,26.00 ,234.00 ,603.00 ,0,0,0,26,234,603
江西反邪教,1,346,317,355,1,0,346.00 ,317.00 ,355.00 ,346,317,355,0,0,0
张无猫w,1,137,84,195,1,0,137.00 ,84.00 ,195.00 ,137,84,195,0,0,0
Issheyou,1,31,30,275,1,0,31.00 ,30.00 ,275.00 ,31,30,275,0,0,0
摄影之友,1,20,12,99,1,0,20.00 ,12.00 ,99.00 ,20,12,99,0,0,0
陶短房,1,225,105,207,0,1,225.00 ,105.00 ,207.00 ,0,0,0,225,105,207
匠库,1,73,53,191,1,0,73.00 ,53.00 ,191.00 ,73,53,191,0,0,0
九品搞笑,1,63,27,208,0,1,63.00 ,27.00 ,208.00 ,0,0,0,63,27,208
陈如是说,1,40,19,60,0,1,40.00 ,19.00 ,60.00 ,0,0,0,40,19,60
财经新媒体,1,68,28,47,0,1,68.00 ,28.00 ,47.00 ,0,0,0,68,28,47
神嘛事儿,1,145,83,272,0,1,145.00 ,83.00 ,272.00 ,0,0,0,145,83,272
想有个好儿子特兰克斯,1,83,8,50,1,0,83.00 ,8.00 ,50.00 ,83,8,50,0,0,0
新浪棋牌,1,13,17,27,1,0,13.00 ,17.00 ,27.00 ,13,17,27,0,0,0
妖盐货重,1,62,129,42,0,1,62.00 ,129.00 ,42.00 ,0,0,0,62,129,42
湾区大佬,1,684,1122,6574,1,0,684.00 ,1122.00 ,6574.00 ,684,1122,6574,0,0,0
李开宇-价量兵法,1,25,48,366,1,0,25.00 ,48.00 ,366.00 ,25,48,366,0,0,0
数码科技黑莓会,1,22,47,62,0,0,22.00 ,47.00 ,62.00 ,0,0,0,0,0,0
烊扬的晨兮兮_,1,23,422,1641,1,0,23.00 ,422.00 ,1641.00 ,23,422,1641,0,0,0
MJ车谈缪俊,1,91,374,564,1,0,91.00 ,374.00 ,564.00 ,91,374,564,0,0,0
宇飞-趋势投资,1,26,7,62,0,0,26.00 ,7.00 ,62.00 ,0,0,0,0,0,0
独家网,1,14,14,19,0,1,14.00 ,14.00 ,19.00 ,0,0,0,14,14,19
小狐仙仙,1,7,23,47,1,0,7.00 ,23.00 ,47.00 ,7,23,47,0,0,0
数懒小姐姐,1,11,120,293,1,0,11.00 ,120.00 ,293.00 ,11,120,293,0,0,0
央视体育,1,70,0,273,1,0,70.00 ,0.00 ,273.00 ,70,0,273,0,0,0
夏河,1,212,775,445,1,0,212.00 ,775.00 ,445.00 ,212,775,445,0,0,0
麦堂影业,1,985,1441,346,0,1,985.00 ,1441.00 ,346.00 ,0,0,0,985,1441,346
晚安污话,1,41,0,62,1,0,41.00 ,0.00 ,62.00 ,41,0,62,0,0,0
环球时报-英文版,1,23,7,84,1,0,23.00 ,7.00 ,84.00 ,23,7,84,0,0,0
OYO酒店,1,10334,2650,1975,1,0,10334.00 ,2650.00 ,1975.00 ,10334,2650,1975,0,0,0
briony_skyyyy,1,1082,185,1389,1,0,1082.00 ,185.00 ,1389.00 ,1082,185,1389,0,0,0
小里雾诗,1,301,44,438,0,1,301.00 ,44.00 ,438.00 ,0,0,0,301,44,438
秦盖盖盖盖不上,1,40,6,20,0,1,40.00 ,6.00 ,20.00 ,0,0,0,40,6,20
开源AI,1,209,129,166,1,0,209.00 ,129.00 ,166.00 ,209,129,166,0,0,0
魔鬼管理学,1,77,3,78,0,1,77.00 ,3.00 ,78.00 ,0,0,0,77,3,78
老杳,1,159,316,57,0,0,159.00 ,316.00 ,57.00 ,0,0,0,0,0,0
KR冰团-IceArmy,1,21,15,73,0,1,21.00 ,15.00 ,73.00 ,0,0,0,21,15,73
令和最初的号,1,72,15,32,0,1,72.00 ,15.00 ,32.00 ,0,0,0,72,15,32
深圳淘房志,1,95,105,44,0,1,95.00 ,105.00 ,44.00 ,0,0,0,95,105,44
卢湾伯爵,1,18,114,54,1,0,18.00 ,114.00 ,54.00 ,18,114,54,0,0,0
邓学平律师,1,453,468,1362,0,1,453.00 ,468.00 ,1362.00 ,0,0,0,453,468,1362
巴卫家小仙女,1,48,455,79,1,0,48.00 ,455.00 ,79.00 ,48,455,79,0,0,0
67号喜羊羊,1,51,59,101,1,0,51.00 ,59.00 ,101.00 ,51,59,101,0,0,0
财富密钥,1,64,0,29,1,0,64.00 ,0.00 ,29.00 ,64,0,29,0,0,0
数码论,1,73,682,606,0,1,73.00 ,682.00 ,606.00 ,0,0,0,73,682,606
小晖xiaohui,1,18,301,361,1,0,18.00 ,301.00 ,361.00 ,18,301,361,0,0,0
马德里竞技新闻,1,34,50,220,1,0,34.00 ,50.00 ,220.00 ,34,50,220,0,0,0
BongHo棒呼,1,5,7,56,0,0,5.00 ,7.00 ,56.00 ,0,0,0,0,0,0
圈内鸡哥,1,65,205,864,0,1,65.00 ,205.00 ,864.00 ,0,0,0,65,205,864
百果园,1,3104,2789,1100,1,0,3104.00 ,2789.00 ,1100.00 ,3104,2789,1100,0,0,0
乐天凌,1,43,53,286,1,0,43.00 ,53.00 ,286.00 ,43,53,286,0,0,0
猎人瓦西里,1,104,98,238,1,0,104.00 ,98.00 ,238.00 ,104,98,238,0,0,0
吃斋的猫2011,1,10,48,174,1,0,10.00 ,48.00 ,174.00 ,10,48,174,0,0,0
英语学习精华,1,32,2,29,1,0,32.00 ,2.00 ,29.00 ,32,2,29,0,0,0
欧气集合酱,1,28,179,422,1,0,28.00 ,179.00 ,422.00 ,28,179,422,0,0,0
臭疍ル,1,15,17,139,1,0,15.00 ,17.00 ,139.00 ,15,17,139,0,0,0
易烊千玺福建粉丝团,1,266,51,369,1,0,266.00 ,51.00 ,369.00 ,266,51,369,0,0,0
海派小丸子OOO,1,117,29,14,1,0,117.00 ,29.00 ,14.00 ,117,29,14,0,0,0
Soomal音频影像,1,470,334,267,0,1,470.00 ,334.00 ,267.00 ,0,0,0,470,334,267
肆万·,1,340,320,58,1,0,340.00 ,320.00 ,58.00 ,340,320,58,0,0,0
疾风风之狼,1,13,71,106,1,0,13.00 ,71.00 ,106.00 ,13,71,106,0,0,0
陈宇极品投资,1,169,125,293,1,0,169.00 ,125.00 ,293.00 ,169,125,293,0,0,0
憨憨笑老弟,1,30,28,131,1,0,30.00 ,28.00 ,131.00 ,30,28,131,0,0,0
方流芳,1,158,31,82,0,1,158.00 ,31.00 ,82.00 ,0,0,0,158,31,82
水皮,1,42,34,179,1,0,42.00 ,34.00 ,179.00 ,42,34,179,0,0,0
新闻传播学研,1,21,13,83,1,0,21.00 ,13.00 ,83.00 ,21,13,83,0,0,0
八千里路雾生海,1,16,109,1168,0,1,16.00 ,109.00 ,1168.00 ,0,0,0,16,109,1168
gerrel,1,41,275,277,0,1,41.00 ,275.00 ,277.00 ,0,0,0,41,275,277
神得强Steven,1,555,1256,3597,0,1,555.00 ,1256.00 ,3597.00 ,0,0,0,555,1256,3597
Akira-ming,1,15,55,63,0,1,15.00 ,55.00 ,63.00 ,0,0,0,15,55,63
魔兽金刚芭比,1,23,170,503,1,0,23.00 ,170.00 ,503.00 ,23,170,503,0,0,0
小弋哥,1,48,388,356,0,0,48.00 ,388.00 ,356.00 ,0,0,0,0,0,0
微观大湾区,1,46,52,76,1,0,46.00 ,52.00 ,76.00 ,46,52,76,0,0,0
pedro5181,1,18,151,243,1,0,18.00 ,151.00 ,243.00 ,18,151,243,0,0,0
科技狼说,1,10,132,218,1,0,10.00 ,132.00 ,218.00 ,10,132,218,0,0,0
数码科技熊,1,134,14,124,0,1,134.00 ,14.00 ,124.00 ,0,0,0,134,14,124
社会化营销案例库,1,2718,823,3231,1,0,2718.00 ,823.00 ,3231.00 ,2718,823,3231,0,0,0
精品研究院官方微博,1,467,525,987,1,0,467.00 ,525.00 ,987.00 ,467,525,987,0,0,0
搞机侠客,1,96,331,145,0,0,96.00 ,331.00 ,145.00 ,0,0,0,0,0,0
冬瓜侠不是V,1,199,149,219,0,1,199.00 ,149.00 ,219.00 ,0,0,0,199,149,219
格桑小巫,1,314,444,137,0,1,314.00 ,444.00 ,137.00 ,0,0,0,314,444,137
搞笑涵姐,1,14,7,202,0,0,14.00 ,7.00 ,202.00 ,0,0,0,0,0,0
新浪爱问医生,1,29,21,101,1,0,29.00 ,21.00 ,101.00 ,29,21,101,0,0,0
宁心Lincy,1,1247,1344,2233,1,0,1247.00 ,1344.00 ,2233.00 ,1247,1344,2233,0,0,0
股海东方不败,1,7,88,145,1,0,7.00 ,88.00 ,145.00 ,7,88,145,0,0,0
烦烦电影,1,1038,188,746,1,0,1038.00 ,188.00 ,746.00 ,1038,188,746,0,0,0
平安银行信用卡官方微博,1,4439,4505,1791,1,0,4439.00 ,4505.00 ,1791.00 ,4439,4505,1791,0,0,0
361度官方旗舰店,1,3856,4232,1708,1,0,3856.00 ,4232.00 ,1708.00 ,3856,4232,1708,0,0,0
海马商城,1,3773,7180,1915,1,0,3773.00 ,7180.00 ,1915.00 ,3773,7180,1915,0,0,0
足记FotoPlace,1,4036,5149,2079,1,0,4036.00 ,5149.00 ,2079.00 ,4036,5149,2079,0,0,0
